Feature.ID,BS1,BS2,BS3,BW1,BW2,BW3,kingdom,phylum,class,order,family,genus,species,Consensus
1856fce82e717df5cbe281ac57435844,0,0,0,37,0,0,k__Fungi,,,,,,,0.75
629b956222905c8e0e7bfcdb9aaecb8a,0,0,0,37,0,0,Unassigned,,,,,,,0
ede79cdc34d6897c3eea51c1c15568bb,0,0,0,29,0,8,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,,,,0.833
3aa25c3935b1f02bc7670346c009742a,16,0,20,0,0,0,k__Fungi,,,,,,,0.667
59b30f346902d99039dcc65f2bd46255,13,0,23,0,0,0,k__Fungi,,,,,,,0.8
0ab8348cec245fc7376ad08e9ad9bc7f,13,0,23,0,0,0,k__Fungi,,,,,,,0.8
abbeacbd3c4ca28da1372902743b5254,9,0,27,0,0,0,k__Fungi,,,,,,,0.6
a743f3360dd2942069ea8c0fea0f5712,0,36,0,0,0,0,k__Fungi,,,,,,,0.6
c78ecc1ae8bb2baf9e9d0a964539720b,0,5,0,31,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.727
f023c3b1f6b822bba14f8b4f75642c88,0,0,0,36,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,,0.75
aa52d2edca27e28960d703359fb7acab,0,0,0,36,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Alatospora,s__Alatospora_sp,0.667
535f9d26a1f603b442d8ad22257a1384,5,0,0,0,11,19,k__Fungi,,,,,,,0.625
dcee81cf8b6906741fdc5252195e4864,0,0,35,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Hypholoma,,0.583
2b0df00f42d416a15b5c845ed5d869ee,0,0,12,23,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Pseudeurotium,,0.545
7457d4f5e77163590e1055c00018aae0,0,0,0,35,0,0,k__Fungi,p__Basidiomycota,,,,,,0.636
e065f444e283971774e51b4de362a712,0,0,0,35,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Mollisiaceae,g__Phialocephala,s__Phialocephala_sp,0.545
1c0dd555935983664384be196be7ea17,0,0,0,35,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,0.667
17d8bc6842a011465346582c693a5061,0,0,0,35,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Alatospora,s__Alatospora_sp,0.667
4f1588314fd636bf2bbd0217a9417947,0,0,0,0,35,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Microascaceae,,,0.636
5b0e7f8483d4e6d9e8c5808ecb1ee927,10,24,0,0,0,0,k__Fungi,,,,,,,0.667
90e59225d03162e75889a25e63efe25e,7,0,17,0,5,5,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leotiaceae,g__Flagellospora,s__Flagellospora_sp,0.545
2fe9316063ece234c27bfd21cb780006,0,34,0,0,0,0,Unassigned,,,,,,,0
eca841db8d3f5d8f1b20c93b1cebe451,0,0,0,34,0,0,k__Fungi,,,,,,,0.625
debfc2aaad27345309ee6f60e6cf23ee,0,0,0,34,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Westerdykella,,0.636
e61bda68323c34a1f6d49d9bde6175e8,0,0,0,34,0,0,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,,,,0.75
3498b8989679959c5a8079d6a9b2a5ef,0,0,0,0,34,0,k__Fungi,p__Ascomycota,,,,,,0.667
5b07b7917dd159c3c07ebbfecb6b8726,0,0,0,0,0,34,k__Fungi,,,,,,,0.875
36f77ebcddc82c4b8738cef42fc6e63f,33,0,0,0,0,0,k__Fungi,,,,,,,0.778
28274edd1a67a08936c019d0f0c9d189,0,13,20,0,0,0,k__Fungi,,,,,,,0.75
24ca8f069dceb1fb8e676d7f3dbc7fe5,0,0,0,33,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Sarocladium,s__Sarocladium_sp,0.545
48b129c0a59f6656ab23648407188dbb,0,0,0,33,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,,0.833
d9c46001cfbb35278493c6b30313cab1,0,0,0,33,0,0,k__Fungi,,,,,,,0.778
465fca1be6e0ebb4440b435ce0bb32b5,0,0,0,33,0,0,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__Umbelopsidales,f__Umbelopsidaceae,g__Umbelopsis,s__Umbelopsis_sp,0.692
49481fd72566b764a7149f23c3761632,0,0,0,0,33,0,k__Fungi,,,,,,,0.6
7902a69089f69b1838947eac2af665ce,0,0,0,0,21,12,k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,,0.6
da7421cd0fe5ef4099f90bca71902709,9,0,23,0,0,0,Unassigned,,,,,,,0
5e5840989c1b762bab0a3633fdac3a59,0,0,32,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,,0.727
a6f96f3bf075880c6a0c82753d6610e1,0,0,0,32,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,,,0.818
199ead35623d5ff3627b0bf65e57848b,0,0,31,0,0,0,Unassigned,,,,,,,0
cc24b68b02a6afb1c6db2329fc805785,0,0,31,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Podospora,s__Podospora_sp,0.727
1aa4ba900d8808aadfe8e770e430f79f,0,0,31,0,0,0,k__Fungi,,,,,,,0.75
099b5a0bbf0448d9e9bf06f7122601ec,0,0,31,0,0,0,Unassigned,,,,,,,0
5d09205d2cbe73cb3b64b4d50f2cd266,0,0,0,31,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Hyaloscypha,,0.545
725b2527bb5975baa70c0364a3074198,0,0,0,31,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,,,0.583
f94f346003ca9aecc10d6c6b5a5fd2e0,0,0,0,31,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Venturia,s__Venturia_sp,0.636
acd671af32adbe2334babeed92707372,0,0,0,31,0,0,Unassigned,,,,,,,0
2b5e23481f6151c7894025ac1a644eee,0,0,0,31,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,,0.692
4b9f704978e7901c61656bdaf2645950,0,0,0,31,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,s__Oidiodendron_sp,0.818
f6680f3a003063912903b1abdcff2845,0,0,0,31,0,0,k__Fungi,,,,,,,0.667
61a48d5b3427d5459d8311201f0842e3,0,0,0,8,0,23,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,1
6e435fb2352bc8abd2398bd95d270037,30,0,0,0,0,0,k__Fungi,,,,,,,0.667
2fc2020ec15806dd392d799253a0066b,9,0,21,0,0,0,k__Fungi,,,,,,,0.571
bc597f859fcd3756d3dec65eeab0a7f7,0,0,30,0,0,0,k__Fungi,,,,,,,0.917
a27f53c9453738c9f5bc985f806de61a,0,0,30,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Ganodermataceae,g__Ganoderma,,0.833
3bbd95e8cad8c93c0b00cfd50995cfd7,0,0,0,30,0,0,k__Fungi,,,,,,,0.667
1e11e8cb21511e1e73db0800a9289d00,0,0,0,30,0,0,k__Fungi,,,,,,,0.75
b49983b1b74874739358173fc479ebf5,0,0,0,0,30,0,Unassigned,,,,,,,0
826027d265cd12f2a974c0458fd55516,0,29,0,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,1
687b04b43acdb1fae0eb55a85a35f62e,0,0,0,29,0,0,k__Fungi,,,,,,,0.667
88b556b8d2176f59ebfe0d821b0a83bc,0,0,0,29,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,,,,0.667
5ca072811eb153396f046272e5090975,0,0,0,29,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,,0.909
7470dfb8cca34603a3313933766f34ed,0,0,0,29,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Eremomycetaceae,g__Arthrographis,,0.556
725b200b1a80c380c2586047b065b568,28,0,0,0,0,0,k__Fungi,,,,,,,0.667
28a2372da315b570627613d8cd220b7c,13,0,15,0,0,0,k__Fungi,,,,,,,0.714
a79e2af0b08c4cba8a9d097194e4ccec,0,28,0,0,0,0,k__Fungi,,,,,,,0.667
a7271a1ea174850b15ada747372ef86a,0,0,0,28,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,,,,0.545
bfa937bfe9f6ae8671ef83d69b0ad7ae,0,0,0,28,0,0,k__Fungi,,,,,,,0.625
96172b70a8594eff27894fa2d16c1352,0,0,0,28,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__Inocybe_sp,0.727
972e7fb0f32038e1bf645fc55be75d13,0,0,0,28,0,0,k__Fungi,,,,,,,0.75
9adc44528e8fc60725dcf0d4cdd3eee9,0,0,0,28,0,0,k__Fungi,,,,,,,0.667
45da98f75875ed7862de27803538f68f,0,0,0,28,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.909
ee726c08634f49ef34555df3472e9d12,0,0,0,8,9,11,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,,,,0.545
132b34001ae82efdb12beb4e0ffa4452,0,0,0,0,28,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Cutaneotrichosporon,,0.818
e678b5f2fde7424dcea581eb38b81f0a,0,0,0,0,0,28,k__Fungi,p__Ascomycota,c__Dothideomycetes,,,,,0.545
e8d9fe5c6cc4339ee436176410a6ac4f,13,0,0,12,2,0,k__Fungi,p__Basidiomycota,,,,,,0.667
fa0c0558f13606a3b154b83cb7c0ac64,8,0,19,0,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,,,,0.909
4e77f6b842185168ff7e540ee57586ac,0,0,11,16,0,0,k__Fungi,p__Ascomycota,,,,,,0.625
5fa6f8dc70ec0e9135bcdef01093a767,0,0,0,27,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp,0.909
dcbbc5853b0ae368822e138e24b8571e,0,0,0,27,0,0,k__Fungi,p__Basidiomycota,c__Geminibasidiomycetes,o__Geminibasidiales,f__Geminibasidiaceae,g__Geminibasidium,s__Geminibasidium_sp,0.727
531e437610d3233ed794060cdf179ee5,0,0,0,27,0,0,k__Fungi,,,,,,,0.667
133c8c84bb256dff5e47a910bb46ee3c,0,0,0,27,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,,0.636
eeb80b1c156c2297dd6e7475376cd28d,0,0,0,27,0,0,Unassigned,,,,,,,0
dec88c6fad5515d5e35992cf518cbabf,0,0,0,27,0,0,k__Fungi,p__Basidiomycota,,,,,,0.556
d6af2b36a80ee55d8aaea1cce0355f92,0,0,0,27,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__Tomentella_sp,0.636
58c3b63f6b023c7f991a5f458e520cf4,0,0,0,27,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Leptodontidiaceae,g__Leptodontidium,s__Leptodontidium_sp,0.538
f279903de5f136182fd69b0c2320fd52,0,0,0,27,0,0,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp,0.583
08a7cebc393f1723acc2658c618dafa5,0,0,0,12,0,15,k__Fungi,,,,,,,0.7
01c6306a105d67acfd443aa9b24769db,0,0,0,0,0,27,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__Umbelopsidales,f__Umbelopsidaceae,g__Umbelopsis,s__Umbelopsis_sp,0.818
8e9f987f9fc7251ccfe6efd53ba06ffb,0,0,0,0,0,27,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,,,0.583
f1ba24fdb3803abec1baae31c2a643ac,26,0,0,0,0,0,k__Fungi,,,,,,,0.667
028b27b572e20558109518b486d31736,9,0,17,0,0,0,k__Fungi,,,,,,,0.6
6a485df59692a94a85d207159de592e2,6,8,12,0,0,0,k__Fungi,,,,,,,0.75
baac8680e0343f40b68457403b9d779a,3,0,0,8,3,12,k__Fungi,,,,,,,0.8
5697e8bbc48d372186be4fcb3e39531f,0,0,0,26,0,0,k__Fungi,,,,,,,0.625
2e3d5a90e5ee3f6c3a437be7808b5f6c,0,0,0,26,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Podosporaceae,g__Podospora,s__Podospora_sp,0.75
509449cf6515ec6c2ca807a81abb8e5e,0,0,0,26,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Lactarius,,0.909
3d3f0f6a8a938a9b7acd8a1936c68cbd,0,0,0,26,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.636
cdc5c6da4225ab93bfda38f6ea28d79d,0,0,0,26,0,0,k__Fungi,p__Ascomycota,,,,,,0.545
a47d62c5995ad09229d8d32c3a24f7f9,0,0,0,26,0,0,k__Fungi,,,,,,,0.75
80efef06684ec6feaa014cac8cf1583f,0,0,0,26,0,0,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Elaphomycetaceae,g__Elaphomyces,,0.909
d88883f53cbe573425c2ac8d479e9f25,0,0,0,25,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tricladiaceae,g__Spirosphaera,s__Spirosphaera_sp,0.727
ac22426f694571ae25d726b259697752,0,0,0,25,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Hyaloscypha,s__Hyaloscypha_sp,0.833
e31fd2955a69200cf169aaaf7312bdec,0,0,0,25,0,0,k__Fungi,,,,,,,0.667
e4393874f434f6d31bca4751659ad154,0,0,0,25,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,,,0.545
dd68425e174eb13c18d049166cf83ee0,0,0,0,25,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Infundichalara,,0.545
4eed616a0611ed4ecd723213822df13b,0,0,0,0,4,21,k__Fungi,,,,,,,0.667
788538ba1a106551cb3e111fb98cfb43,0,0,0,0,0,25,k__Fungi,,,,,,,0.75
4b22c66b506e8f20ae2d21aaaba2cf57,0,6,0,0,18,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,,0.667
a475d8b1e1f63ed8f4528fa6d76fa661,0,0,24,0,0,0,k__Fungi,,,,,,,0.6
3e2f40abc7882cadd36a275dc3227eba,0,0,0,24,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.909
6141e098000b209efdd05d5628dbcc4c,0,0,0,24,0,0,k__Fungi,p__Ascomycota,,,,,,0.6
3b0daa4d0ad51614adc7a3696ee3010e,0,0,0,6,9,9,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Nigrogranaceae,g__Nigrograna,,0.636
39687714598aa00b0b8207d5c63d601e,0,0,0,6,0,18,k__Fungi,,,,,,,0.6
474c3a014e4f4eb4f89dd575917310dc,23,0,0,0,0,0,k__Fungi,,,,,,,0.714
333e997a3e0ac3ed8b3189ab06cff3b3,11,12,0,0,0,0,k__Fungi,,,,,,,0.8
00a114230d871bf0ff11dfaf2d1a46a2,0,0,23,0,0,0,k__Fungi,,,,,,,0.667
8eb2c373a97468bb966b093b5f2fa68a,0,0,0,23,0,0,k__Fungi,,,,,,,0.75
7eefaa322c9710ef1f5a3b7fc742eccf,0,0,0,23,0,0,k__Fungi,,,,,,,0.75
df0679509ef997242ec89236495a3efa,0,0,0,23,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.727
a0c0a1294b3dca871fe7e982edbb2dd9,0,0,0,23,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Pilodermataceae,g__Piloderma,s__Piloderma_sp,0.636
3f526bc193d61c3334dcd844b196f29c,0,0,0,23,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,s__Coniochaeta_sp,0.636
7b82b8955a47491d10350a96254e606e,0,0,0,0,0,23,k__Fungi,p__Basidiomycota,,,,,,0.6
d6314827601aba4c5158aff5fed6f0bf,0,22,0,0,0,0,Unassigned,,,,,,,0
18ee586a555a920ecf4068aa858d6291,0,0,22,0,0,0,k__Fungi,,,,,,,0.75
1d7b1f38dcee59c22bb19594a9cd950d,0,0,22,0,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.833
b172ab8418d54d631c8bad3c3c6fff7f,0,0,22,0,0,0,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,,0.909
d9a9cb78e12114b8ef62993fb7b0cd3a,0,0,22,0,0,0,Unassigned,,,,,,,0
dc6c141cbd3d1cb58ccfb70684b28b01,0,0,0,22,0,0,k__Fungi,p__Ascomycota,,,,,,0.714
40ea4f4b0bb7a1747edda47748b91a4d,0,0,0,22,0,0,Unassigned,,,,,,,0
971d03adc669b454744aadd831fe782f,0,0,0,22,0,0,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryales,f__Microbotryales_fam_Incertae_sedis,g__Microbotryales_gen_Incertae_sedis,s__Microbotryales_sp,0.636
52e0bc501b8f03863fb654f13d934455,0,0,0,22,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,s__Russula_sp,0.545
51420fb27b07dbe0b22211f0df9f7a2f,0,0,0,22,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Pilodermataceae,g__Piloderma,s__Piloderma_sp,0.727
675a7bdec5b35165885b3675526dfdf5,0,0,0,22,0,0,Unassigned,,,,,,,0
35ecd15663780c905b48197636514978,0,0,0,22,0,0,k__Fungi,p__Ascomycota,,,,,,0.545
f86163ce0bde6c180bb65a3a4348c279,0,0,0,6,5,11,k__Fungi,p__Basidiomycota,,,,,,0.556
33f9523ede7a3ff9ec8f51f93f5e4c70,0,0,0,0,0,22,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,,0.636
dfb2045c7b2594a66ec4ff4a6254ccd6,7,0,14,0,0,0,k__Fungi,,,,,,,0.75
10054b7f4c02cee49f874edebd4f3de8,4,0,17,0,0,0,Unassigned,,,,,,,0
7dfe84c4607c8d165f5d9d7ff21c1456,0,21,0,0,0,0,k__Fungi,p__Ascomycota,,,,,,0.636
b2cfc63e6337f772db18c5a76fca0668,0,0,21,0,0,0,k__Fungi,,,,,,,0.6
aad8989be6fe3d85c23cb7917c939b29,0,0,21,0,0,0,k__Fungi,p__Ascomycota,,,,,,0.556
92a6fe47c8775c8071a79fe2c3ab61da,0,0,21,0,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Psathyrella,,0.667
14d3516498ed52f30117f53b0dfaac0d,0,0,0,21,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Hypocreales_gen_Incertae_sedis,s__Hypocreales_sp,0.75
e05ba4d9cfbd72245f535d03a807ea2f,0,0,0,21,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Hydnaceae,g__Sistotrema,,0.583
1c94a0431df0ff0c550189b853cd5834,0,0,0,21,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.909
f5938ae3edaa5121e60a3b2aad5e5a57,0,0,0,21,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,,,,0.545
a36d38e54062489dbe6ede219ce4af42,0,0,0,21,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,,0.727
7cb0081ce38530a2167531e3dcb68ea7,0,0,0,21,0,0,k__Fungi,,,,,,,0.75
b985c568a6f695e728e3ea332a21af5f,0,0,0,21,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.667
c24fd0e072a2e7aba8227e51b09ab033,0,0,0,21,0,0,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.909
3a21a1e1cce4755ca6b43b9b7fad2869,0,0,0,21,0,0,k__Fungi,,,,,,,0.75
451a2db61109823f4c65e227df64c204,0,0,0,0,0,21,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,,0.75
0a5284f155624b4bd7166d98386ead8d,0,0,0,0,0,21,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,,0.818
deb42a2c7df0c96a5c7a27fe65a575b9,0,20,0,0,0,0,k__Fungi,,,,,,,0.571
30c3ba495229d1e8b2f13dc4105299f3,0,20,0,0,0,0,k__Fungi,,,,,,,0.667
a325f393d22e27c815c61644984fc1a0,0,20,0,0,0,0,Unassigned,,,,,,,0
9b70305272b962fc6b6a6f0effe8b3eb,0,0,20,0,0,0,k__Fungi,p__Ascomycota,,,,,,0.6
aa6563f04283f5c3bba98044d45cc654,0,0,20,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,1
2427aa7dd2868c7e8450796730b12bd4,0,0,0,20,0,0,k__Fungi,,,,,,,0.6
4b4a48bf10b01814eaa03fc18594e92d,0,0,0,20,0,0,Unassigned,,,,,,,0
52c457dea2240259ee7b540634125a2d,0,0,0,20,0,0,k__Fungi,p__Ascomycota,,,,,,0.6
4c00052b043aaa4b3ac081cc2d57c978,0,0,0,20,0,0,k__Fungi,p__Ascomycota,,,,,,0.583
433069441f69fd811876fc7099903b0e,0,0,0,20,0,0,k__Fungi,,,,,,,0.667
98b7b4557e4b1f066e153aa0471cd497,0,0,0,20,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliales_fam_Incertae_sedis,g__Orbiliales_gen_Incertae_sedis,s__Orbiliales_sp,0.909
727cbdc2c3de4471f483756803694ea9,0,0,0,20,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Sordariaceae,,,0.833
87ca6d9747b46aa523d0e479297c2e09,0,0,0,20,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,0.667
0316226c34a0b1968f72df769e6ea0f5,0,0,0,20,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium,,0.667
92609958683b70794faf8894ff3dbf92,0,0,0,20,0,0,k__Fungi,p__Basidiomycota,,,,,,0.583
c0c244bcb9341a3dad3794506a9c3d67,0,0,0,20,0,0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,,0.909
19635c79fec9710a17c66e0eaa971e3c,0,0,0,20,0,0,k__Fungi,,,,,,,0.75
64dedccb3195e8e5f8557e75d429e34a,0,0,0,20,0,0,k__Fungi,,,,,,,0.667
7d10429da58a582257a9a02d46a4235c,0,0,0,20,0,0,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Phomatosporales,f__Phomatosporaceae,,,0.545
2b9c4fa3838243bf212e29934b605746,0,0,0,0,20,0,Unassigned,,,,,,,0
519a07bffeb0758dbf59ebaa4f21641a,0,0,0,0,0,20,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,,0.636
0745e063122e369925221e1ae3fe5e89,0,0,0,0,0,20,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,s__Russula_sp,0.545
5c684b40c972b40251f5bb3c3b52c532,0,0,0,0,0,20,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_sp,0.545
5446823f8735e1fb5c3c08b07fbf95ce,0,0,0,0,0,20,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,,0.75
2600bc15cbe82d2e71a72cadb1e9a325,0,0,0,0,0,20,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_sp,0.583
2ea6b4dc7f58d53723a7b8c0721eb43d,19,0,0,0,0,0,k__Fungi,,,,,,,0.667
2bd1bb32f7d701f12c56e2a7c733c9df,7,12,0,0,0,0,k__Fungi,,,,,,,0.75
cd51071adc6308942927f17137c62ba2,0,19,0,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,0.667
584b6f1d5f6c5f99217b0400ce299085,0,19,0,0,0,0,Unassigned,,,,,,,0
c08d8101b386ae1b856c8ead92d1d67f,0,19,0,0,0,0,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbiliaceae_gen_Incertae_sedis,s__Orbiliaceae_sp,0.667
24da9a7271221928dbe2b3e32469fd4d,0,0,19,0,0,0,k__Fungi,,,,,,,0.7
f42081cd5b171e556969dc0625e7a7c1,0,0,19,0,0,0,k__Fungi,,,,,,,0.75
99b77362d794c5a5671f95f94004ee56,0,0,19,0,0,0,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascodesmidaceae,g__Cephaliophora,s__Cephaliophora_sp,0.833
39ee06f25ab717dacc0e373009bbf1be,0,0,19,0,0,0,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,,0.727
